OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE,Select
397,0,12,2,0,0,1,0,0,0,2578,0,0,3,0,0,0,0,0,4,0,1,55,0,0,0,1,3,1,0,0,1,1
398,0,36,4,0,0,1,0,0,0,2348,0,2,3,0,0,1,0,0,2,0,0,46,0,0,1,2,2,1,1,0,1,1
399,1,12,2,1,0,0,0,0,0,1223,0,4,1,1,0,0,0,0,1,1,0,46,0,1,0,2,2,1,0,0,0,1
401,3,18,2,0,0,0,1,0,0,1473,0,1,3,0,0,1,0,0,4,1,0,39,0,0,1,1,2,1,1,0,1,1
402,1,18,4,0,0,0,0,0,1,1887,4,2,4,0,0,1,0,0,4,1,0,28,1,0,1,2,2,1,0,0,1,1
403,3,24,3,0,0,0,0,0,1,8648,0,1,2,0,1,0,0,0,2,0,0,27,1,0,1,2,2,1,1,0,0,1
404,3,14,3,1,0,0,0,0,0,802,0,2,4,0,1,0,0,0,2,0,0,27,0,0,1,2,1,1,0,0,1,1
406,1,24,2,0,0,0,1,0,0,2039,0,1,1,0,0,1,0,0,1,0,0,22,0,0,1,1,2,1,1,0,0,1
407,3,24,4,0,1,0,0,0,0,2197,4,3,4,0,1,0,0,0,4,0,0,43,0,0,1,2,2,2,1,0,1,1
408,0,15,2,0,0,0,1,0,0,1053,0,1,4,0,0,1,0,0,2,1,0,27,0,0,1,1,2,1,0,1,1,1
409,3,24,2,0,0,0,1,0,0,3235,2,4,3,1,0,0,0,0,2,0,0,26,0,0,1,1,3,1,1,0,1,1
410,2,12,4,1,0,0,0,0,0,939,2,3,4,0,0,1,0,0,2,1,0,28,0,0,1,3,2,1,1,0,0,1
411,1,24,2,0,0,0,1,0,0,1967,0,4,4,0,0,0,0,0,4,0,0,20,0,0,1,1,2,1,1,0,1,1
414,3,10,2,1,0,0,0,0,0,1597,2,2,3,0,1,0,0,0,2,0,1,40,0,1,0,1,1,2,0,1,1,1
416,3,36,4,0,1,0,0,0,0,5842,0,4,2,0,1,0,0,0,2,0,0,35,0,0,1,2,2,2,1,0,1,1
417,0,12,2,1,0,0,0,0,0,2579,0,1,4,0,1,0,0,0,1,1,0,33,0,0,1,1,1,2,0,0,0,1
418,0,18,3,0,0,0,0,1,0,8471,4,2,1,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0,1,1
419,3,21,2,1,0,0,0,0,0,2782,2,3,1,0,0,0,0,0,2,0,0,31,1,0,1,1,3,1,0,0,1,1
420,1,18,2,1,0,0,0,0,0,1042,4,2,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,0,1
421,3,15,2,1,0,0,0,0,0,3186,3,3,2,0,0,0,0,0,3,0,0,20,0,1,0,1,2,1,0,0,1,1
422,1,12,2,0,1,0,0,0,0,2028,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,0,0,1,1
423,1,12,4,1,0,0,0,0,0,958,0,3,2,0,1,0,0,0,3,1,0,47,0,0,1,2,1,2,0,0,1,1
424,3,21,3,0,0,1,0,0,0,1591,1,3,4,0,1,0,0,0,3,1,0,34,0,0,1,2,3,1,0,0,1,1
425,1,12,2,0,0,1,0,0,0,2762,4,4,1,0,0,0,0,0,2,0,0,25,1,0,1,1,2,1,1,0,0,1
426,1,18,2,0,1,0,0,0,0,2779,0,2,1,0,0,1,0,0,3,0,0,21,0,1,0,1,2,1,1,0,1,1
428,3,18,4,0,0,0,1,0,0,1149,3,2,4,0,1,0,0,0,3,1,0,46,0,0,1,2,2,1,0,0,1,1
430,0,18,4,0,0,0,0,0,0,1190,0,0,2,0,0,0,0,0,4,0,1,55,0,0,0,3,0,2,0,0,0,1
431,3,5,2,0,0,0,0,0,1,3448,0,3,1,0,1,0,0,0,4,1,0,74,0,0,1,1,1,1,0,0,1,1
432,1,24,2,0,0,0,0,0,0,11328,0,2,2,0,1,0,1,0,3,0,0,29,1,0,1,2,3,1,1,0,0,1
433,0,6,4,0,0,1,0,0,0,1872,0,0,4,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0,1,1
435,0,9,2,0,0,1,0,0,0,2136,0,2,3,0,1,0,0,0,2,1,0,25,0,0,1,1,2,1,0,0,1,1
436,1,12,2,0,0,0,1,0,0,1484,4,2,2,0,0,1,0,0,1,1,0,25,0,0,1,1,2,1,1,0,0,1
437,3,6,2,0,0,0,0,0,0,660,2,3,2,0,0,1,0,0,4,1,0,23,0,1,0,1,1,1,0,0,1,1
439,0,42,4,0,0,0,0,0,0,3394,0,0,4,0,1,0,1,0,4,0,0,65,0,0,1,2,0,1,0,0,1,1
440,2,12,1,0,0,0,0,0,1,609,0,1,4,0,0,0,0,0,1,1,0,26,0,0,1,1,0,1,0,0,0,1
442,0,12,2,0,0,1,0,0,0,1620,0,2,2,0,0,0,1,0,3,0,0,30,0,0,1,1,2,1,0,0,1,1
443,1,20,3,0,0,0,0,0,0,2629,0,2,2,0,1,0,0,0,3,0,0,29,1,0,1,2,2,1,1,0,1,1
444,3,12,2,0,0,0,0,1,0,719,0,4,4,0,1,0,0,0,4,0,0,41,1,0,1,1,1,2,0,0,0,1
447,0,36,2,1,0,0,0,0,0,1842,0,1,4,0,0,0,0,0,4,0,0,34,0,0,1,1,2,1,1,0,0,1
449,2,12,2,0,0,1,0,0,0,1424,4,4,3,0,0,0,0,0,4,1,0,55,0,0,1,1,3,1,1,0,1,1
451,3,36,4,0,1,0,0,0,0,11054,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,3,1,1,0,1,1
452,3,6,2,0,0,0,1,0,0,518,0,2,3,0,0,0,0,0,1,1,0,29,0,0,1,1,2,1,0,0,1,1
453,3,12,0,0,0,1,0,0,0,2759,0,4,2,0,1,0,0,0,4,0,0,34,0,0,1,2,2,1,0,0,1,1
454,3,24,2,0,1,0,0,0,0,2670,0,4,4,0,1,0,0,0,4,0,0,35,0,0,1,1,3,1,1,0,1,1
455,0,24,2,1,0,0,0,0,0,4817,0,3,2,0,1,0,1,0,3,0,0,31,0,0,1,1,2,1,1,0,0,1
456,3,24,2,0,1,0,0,0,0,2679,0,1,4,0,0,0,0,0,1,0,1,29,0,0,1,1,3,1,1,0,1,1
457,0,11,4,1,0,0,0,0,0,3905,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0,1,1
459,0,6,2,0,0,0,0,0,0,343,0,1,4,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0,1,1
460,3,18,2,0,0,0,1,0,0,4594,0,1,3,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0,1,1
461,0,36,2,0,0,1,0,0,0,3620,0,2,1,0,1,0,0,1,2,0,0,37,0,0,1,1,2,2,0,0,1,1
462,0,15,2,1,0,0,0,0,0,1721,0,1,2,0,1,0,0,0,3,1,0,36,0,0,1,1,2,1,0,0,1,1
463,1,12,2,0,0,1,0,0,0,3017,0,1,3,0,0,0,0,0,1,1,0,34,0,1,0,1,3,1,0,0,1,1
465,3,18,2,0,0,0,0,0,1,1950,0,3,4,0,1,0,0,0,1,0,0,34,1,0,1,2,2,1,1,0,1,1
466,0,24,2,0,1,0,0,0,0,2924,0,2,3,0,1,0,0,1,4,0,1,63,1,0,1,1,2,2,1,0,1,1
467,0,24,3,0,0,0,1,0,0,1659,0,1,4,0,0,0,0,0,2,0,0,29,0,1,0,1,1,1,1,0,0,1
468,3,48,3,0,0,0,1,0,0,7238,4,4,3,0,1,0,0,0,3,0,0,32,1,0,1,2,2,2,0,0,1,1
469,3,33,3,0,0,0,0,0,1,2764,0,2,2,0,0,0,0,0,2,0,0,26,0,0,1,2,2,1,1,0,1,1
470,3,24,3,0,1,0,0,0,0,4679,0,3,3,0,1,0,0,0,3,0,0,35,0,0,1,2,1,1,1,0,1,1
472,0,6,2,0,0,0,0,1,0,448,0,1,4,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0,0,1
474,3,6,2,0,0,0,0,0,0,1238,4,0,4,0,1,0,0,0,4,0,0,36,0,0,1,1,3,2,1,0,1,1
475,1,18,4,0,0,0,1,0,0,1245,0,2,4,0,0,1,0,0,2,0,0,33,0,0,1,1,2,1,0,0,0,1
476,0,18,0,0,0,1,0,0,0,3114,0,1,1,0,0,0,0,0,4,0,0,26,0,1,0,1,2,1,0,0,0,1
477,3,39,2,0,1,0,0,0,0,2569,2,2,4,0,1,0,0,0,4,0,0,24,0,0,1,1,2,1,0,0,1,1
480,0,15,4,0,0,1,0,0,0,1478,0,4,4,0,1,0,0,0,4,0,0,44,0,0,1,2,2,2,1,0,1,1
481,1,12,4,0,0,0,1,0,0,3573,0,2,1,0,0,0,0,0,1,1,0,23,0,0,1,1,1,1,0,0,1,1
482,1,24,2,1,0,0,0,0,0,1201,0,1,4,0,1,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0,1,1
483,0,30,2,0,0,1,0,0,0,3622,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,2,1,1,0,1,1
484,3,15,3,0,0,1,0,0,0,960,3,3,3,0,0,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0,1,1
486,1,6,3,1,0,0,0,0,0,1209,0,0,4,0,1,0,0,0,4,0,0,47,0,0,1,1,3,1,1,0,0,1
487,3,12,2,0,0,0,1,0,0,3077,0,2,2,0,1,0,0,0,4,0,0,52,0,0,1,1,2,1,1,0,1,1
488,3,24,2,1,0,0,0,0,0,3757,0,4,4,0,0,0,1,0,4,0,1,62,0,0,0,1,2,1,1,0,1,1
490,3,6,2,1,0,0,0,0,0,3518,0,2,2,0,1,0,0,1,3,0,0,26,0,1,0,1,2,1,0,0,1,1
492,1,27,0,0,0,0,0,0,1,8318,0,4,2,0,0,0,0,0,4,0,1,42,0,0,0,2,3,1,1,0,0,1
493,3,6,4,0,0,0,1,0,0,1237,1,2,1,0,0,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0,1,1
494,1,6,2,0,0,0,1,0,0,368,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0,1,1
495,0,12,4,1,0,0,0,0,0,2122,0,2,3,0,1,0,0,0,2,1,0,39,0,1,0,2,1,2,0,1,1,1
496,0,24,2,0,0,1,0,0,0,2996,4,2,2,0,0,1,0,0,4,0,0,20,0,0,1,1,2,1,0,0,0,1
497,1,36,2,0,0,1,0,0,0,9034,1,1,4,0,1,0,1,0,1,0,1,29,0,1,0,1,3,1,1,0,0,1
498,3,24,4,0,0,1,0,0,0,1585,0,3,4,0,1,0,0,0,3,0,0,40,0,0,1,2,2,1,0,0,1,1
499,1,18,2,0,0,0,1,0,0,1301,0,4,4,0,0,1,0,1,2,1,0,32,0,0,1,1,1,1,0,0,1,1
500,2,6,4,1,0,0,0,0,0,1323,1,4,2,1,0,0,0,0,4,0,0,28,0,0,1,2,2,2,1,0,1,1
502,0,36,2,0,1,0,0,0,0,5493,0,4,2,0,1,0,0,0,4,0,1,42,0,0,0,1,2,2,0,0,1,1
504,1,24,4,0,0,0,1,0,0,1216,1,1,4,0,1,0,0,0,4,0,1,38,1,0,1,2,2,2,0,0,0,1
505,0,24,2,1,0,0,0,0,0,1207,0,1,4,0,0,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0,0,1
506,3,10,2,1,0,0,0,0,0,1309,4,2,4,0,1,0,0,1,4,0,0,27,0,0,1,1,1,1,0,0,0,1
507,2,15,4,0,1,0,0,0,0,2360,2,2,2,0,1,0,0,0,2,0,0,36,0,0,1,1,2,1,1,0,1,1
508,1,15,1,1,0,0,0,0,0,6850,1,0,1,0,1,0,0,0,2,0,0,34,0,0,1,1,3,2,1,0,0,1
509,3,24,2,0,0,0,1,0,0,1413,0,2,4,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1,1
511,0,12,2,1,0,0,0,0,0,759,0,3,4,0,1,0,0,0,2,1,0,26,0,0,1,1,2,1,0,0,0,1
512,3,36,2,0,1,0,0,0,0,4686,0,2,2,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0,1,1
513,2,15,2,0,0,0,0,0,1,2687,0,3,2,0,1,0,0,0,4,0,0,26,0,1,0,1,2,1,1,0,1,1
514,1,12,3,0,0,0,1,0,0,585,0,2,4,0,0,1,1,0,4,1,0,20,0,1,0,2,2,1,0,0,1,1
515,3,24,2,1,0,0,0,0,0,2255,4,1,4,0,1,0,0,0,1,0,0,54,0,0,1,1,2,1,0,0,1,1
516,0,6,4,1,0,0,0,0,0,609,0,3,4,0,0,0,0,0,3,0,0,37,0,0,1,2,2,1,0,1,1,1
517,0,6,4,1,0,0,0,0,0,1361,0,1,2,0,1,0,0,0,4,1,0,40,0,0,1,1,1,2,0,1,1,1
518,3,36,4,0,0,1,0,0,0,7127,0,1,2,0,0,0,0,0,4,0,0,23,0,1,0,2,2,1,1,0,0,1
519,0,6,2,1,0,0,0,0,0,1203,1,4,3,0,1,0,0,0,2,0,0,43,0,0,1,1,2,1,1,0,1,1
520,3,6,4,0,0,0,1,0,0,700,4,4,4,0,1,0,0,0,4,0,1,36,0,0,0,2,2,1,0,0,1,1
521,3,24,4,0,0,0,0,0,0,5507,0,4,3,0,1,0,0,0,4,0,1,44,0,0,0,2,2,1,0,0,1,1
525,1,18,2,0,0,0,1,0,0,1113,0,2,4,0,0,0,0,1,4,1,0,26,0,0,1,1,1,2,0,0,1,1
526,1,26,2,0,1,0,0,0,0,7966,0,1,2,0,1,0,0,0,3,0,0,30,0,0,1,2,2,1,0,0,1,1
527,3,15,4,0,0,0,0,1,0,1532,1,2,4,0,0,0,0,0,3,0,0,31,0,0,1,1,2,1,0,0,1,1
528,3,4,4,0,0,0,1,0,0,1503,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,2,1,2,0,0,1,1
529,0,36,2,0,0,0,1,0,0,2302,0,2,4,1,0,0,0,0,4,0,0,31,0,1,0,1,2,1,0,0,0,1
531,1,36,2,0,0,0,0,1,0,2273,0,3,3,0,1,0,0,0,1,0,0,32,0,0,1,2,2,2,0,0,1,1
533,3,12,3,0,1,0,0,0,0,1503,0,2,4,0,0,1,0,0,4,1,0,41,0,1,0,1,2,1,0,0,1,1
535,3,24,2,0,0,0,1,0,0,3105,4,1,4,0,1,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0,1,1
536,2,21,4,0,0,0,0,1,0,2319,0,1,2,1,0,0,0,0,1,0,0,33,0,1,0,1,2,1,0,0,0,1
537,0,6,2,1,0,0,0,0,0,1374,4,0,4,0,0,0,0,0,3,0,0,75,0,0,1,1,3,1,1,0,1,1
540,2,18,2,0,0,1,0,0,0,3049,0,1,1,0,0,0,0,0,1,0,0,45,1,0,1,1,1,1,0,0,1,1
541,1,12,2,0,0,0,1,0,0,1534,0,1,1,0,0,1,0,0,1,1,0,23,0,1,0,1,2,1,0,0,0,1
542,3,24,3,1,0,0,0,0,0,2032,0,4,4,0,1,0,0,0,4,0,1,60,0,0,0,2,2,1,1,0,1,1
543,0,30,2,0,0,1,0,0,0,6350,4,4,4,0,1,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0,0,1
544,2,18,2,0,0,1,0,0,0,2864,0,2,2,0,1,0,0,0,1,1,0,34,0,0,1,1,1,2,0,0,0,1
545,3,12,4,1,0,0,0,0,0,1255,0,4,4,0,1,0,0,0,4,1,0,61,0,0,1,2,1,1,0,0,1,1
546,0,24,3,1,0,0,0,0,0,1333,0,0,4,0,1,0,0,0,2,1,0,43,0,0,0,2,2,2,0,0,0,1
547,3,24,4,1,0,0,0,0,0,2022,0,2,4,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0,1,1
548,3,24,2,0,0,0,1,0,0,1552,0,3,3,0,1,0,0,0,1,0,0,32,1,0,1,1,2,2,0,0,1,1
550,3,48,4,0,1,0,0,0,0,8858,4,3,2,0,1,0,0,0,1,0,1,35,0,0,0,2,2,1,1,0,1,1
551,3,12,4,0,0,0,0,0,0,996,4,3,4,0,0,0,0,0,4,1,0,23,0,0,1,2,2,1,0,0,1,1
552,3,6,1,0,0,0,1,0,0,1750,2,4,2,0,1,0,0,0,4,0,0,45,1,0,1,1,1,2,0,0,1,1
553,0,48,2,0,0,0,1,0,0,6999,0,3,1,0,0,1,0,1,1,1,0,34,0,0,1,2,2,1,1,0,0,1
555,1,9,2,0,0,0,0,1,0,1199,0,3,4,0,0,0,0,0,4,0,0,67,0,0,1,2,3,1,1,0,1,1
556,1,12,2,0,0,0,1,0,0,1331,0,1,2,0,1,0,0,0,1,0,0,22,1,0,1,1,2,1,0,0,0,1
557,1,18,0,1,0,0,0,0,0,2278,1,1,3,0,0,0,0,0,3,0,0,28,0,0,1,2,2,1,0,0,0,1
559,0,24,1,0,0,1,0,0,0,3552,0,3,3,0,1,0,0,0,4,0,0,27,1,0,1,1,2,1,0,0,0,1
561,0,24,2,0,1,0,0,0,0,2964,4,4,4,0,1,0,0,0,4,0,1,49,1,0,0,1,2,2,1,0,1,1
562,0,24,1,0,0,0,1,0,0,1546,0,3,4,0,1,0,0,1,4,0,0,24,1,1,0,1,1,1,0,0,0,1
564,1,36,2,1,0,0,0,0,0,12389,4,2,1,0,1,0,0,0,4,0,1,37,0,0,0,1,2,1,1,0,0,1
566,1,24,3,0,0,0,1,0,0,1553,1,3,3,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0,1,1
567,0,12,2,1,0,0,0,0,0,1372,0,3,2,1,0,0,0,0,3,0,0,36,0,0,1,1,2,1,0,0,0,1
568,3,24,4,0,0,0,1,0,0,2578,3,4,2,0,1,0,0,0,2,0,0,34,0,0,1,1,2,1,0,0,1,1
569,1,48,2,0,0,0,1,0,0,3979,4,3,4,0,1,0,0,0,1,0,0,41,0,0,1,2,2,2,1,0,1,1
570,0,48,2,0,0,0,1,0,0,6758,0,2,3,0,0,0,0,0,2,0,0,31,0,0,1,1,2,1,1,0,0,1
571,0,24,2,0,0,1,0,0,0,3234,0,1,4,0,0,0,0,0,4,1,0,23,0,1,0,1,1,1,1,0,0,1
573,3,24,2,0,1,0,0,0,0,5433,4,0,2,0,0,0,0,0,4,0,0,26,0,1,0,1,3,1,1,0,1,1
574,0,15,2,0,0,0,0,0,1,806,0,2,4,0,0,0,0,0,4,0,0,22,0,0,1,1,1,1,0,0,1,1
575,1,9,2,0,0,0,1,0,0,1082,0,4,4,0,1,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0,1,1
576,3,15,4,0,0,1,0,0,0,2788,0,3,2,0,0,0,1,0,3,0,0,24,1,0,1,2,2,1,0,0,1,1
577,1,12,2,0,0,0,1,0,0,2930,0,3,2,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0,1,1
578,3,24,4,0,0,0,0,1,0,1927,4,2,3,0,0,0,0,0,2,0,0,33,0,0,1,2,2,1,1,0,1,1
580,3,24,2,0,0,0,0,0,0,937,0,1,4,0,0,1,0,0,3,0,0,27,0,0,1,2,1,1,0,0,1,1
582,1,12,4,1,0,0,0,0,0,3124,0,1,1,0,1,0,0,0,3,1,0,49,1,0,1,2,1,2,0,0,1,1
583,3,9,2,0,0,1,0,0,0,1388,0,2,4,0,0,0,0,0,2,1,0,26,0,1,0,1,2,1,0,0,1,1
586,0,18,2,0,0,1,0,0,0,2039,0,2,1,0,0,0,0,0,4,1,0,20,1,1,0,1,2,1,0,0,0,1
587,0,9,4,1,0,0,0,0,0,2799,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0,1,1
588,0,12,2,0,0,1,0,0,0,1289,0,2,4,0,1,0,0,1,1,0,0,21,0,0,1,1,1,1,0,0,1,1
589,0,18,2,0,0,0,0,0,0,1217,0,2,4,0,0,1,0,0,3,1,0,47,0,0,1,1,1,1,1,0,0,1
590,0,12,4,0,0,1,0,0,0,2246,0,4,3,0,1,0,0,0,3,0,0,60,0,0,1,2,2,1,0,0,0,1
591,0,12,4,0,0,0,1,0,0,385,0,3,4,0,0,0,0,0,3,1,0,58,0,0,1,4,1,1,1,0,1,1
592,1,24,3,1,0,0,0,0,0,1965,4,2,4,0,0,0,0,0,4,0,0,42,0,1,0,2,2,1,1,0,1,1
593,3,21,2,0,0,0,0,0,1,1572,3,4,4,0,0,0,0,0,4,1,0,36,1,0,1,1,1,1,0,0,1,1
594,1,24,2,1,0,0,0,0,0,2718,0,2,3,0,0,0,0,0,4,0,0,20,0,1,0,1,1,1,1,0,0,1
595,0,24,1,0,0,0,0,0,0,1358,4,4,4,0,1,0,0,0,3,0,0,40,1,0,1,1,3,1,1,0,0,1
596,1,6,1,1,0,0,0,0,0,931,1,1,1,0,0,0,0,0,1,0,0,32,1,0,1,1,1,1,0,0,0,1
597,0,24,2,1,0,0,0,0,0,1442,0,3,4,0,0,0,0,0,4,0,0,23,0,1,0,2,2,1,0,0,0,1
598,1,24,0,0,0,0,0,0,1,4241,0,2,1,0,1,0,0,0,4,1,0,36,0,0,1,3,1,1,1,0,0,1
599,3,18,4,1,0,0,0,0,0,2775,0,3,2,0,1,0,0,0,2,0,0,31,1,0,1,2,2,1,0,0,0,1
600,3,24,3,0,0,0,0,0,1,3863,0,2,1,0,1,0,0,0,2,0,1,32,0,0,0,1,2,1,0,0,1,1
601,1,7,2,0,0,0,1,0,0,2329,0,1,1,0,0,0,0,1,1,1,0,45,0,0,1,1,2,1,0,0,1,1
603,1,24,1,0,0,0,0,1,0,1837,0,3,4,0,0,0,0,0,4,0,1,34,1,0,0,1,1,1,0,0,0,1
